id,name,screen_name,statuses_count,followers_count,friends_count,favourites_count,listed_count,url,lang,time_zone,location,default_profile,default_profile_image,geo_enabled,profile_image_url,profile_banner_url,profile_use_background_image,profile_background_image_url_https,profile_text_color,profile_image_url_https,profile_sidebar_border_color,profile_background_tile,profile_sidebar_fill_color,profile_background_image_url,profile_background_color,profile_link_color,utc_offset,is_translator,follow_request_sent,protected,verified,notifications,description,contributors_enabled,following,created_at,timestamp,crawled_at,updated,is_protected,time_of_existence,average_daily_tweets,inactive_days,has_default_image,bio_is_empty,friends_followers_ratio,is_verified
104897523,Hemerson Xapolim,hemersonxapolim,25,101,433,0,1,,,,,,,,http://a1.twimg.com/profile_images/639277317/fotos_cel013124_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/66924594/figura1.jpg,,,,,,,,,,,,1263495359000L,2010-01-14 19:55:59,2010-11-07 11:10:52,2016-03-14 17:10:54,False,3847,0.006496881496881497,3839,False,True,6.033898305084746,False
104903034,mariana souza,maryana_ssouza,64,64,133,1,0,,,,,,,,http://a2.twimg.com/profile_images/631274390/333333333333333333_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme10/bg.gif,,,,,,,,,,,,1263496574000L,2010-01-14 20:16:14,2010-11-07 11:10:52,2016-03-14 17:10:54,False,3847,0.016632016632016633,3816,False,True,3.142857142857143,False
104909939,Flavia Semensato,flaviabaleiro,80,186,811,0,0,,,,"Novo Horizonte, Sao Paulo",,,,http://a2.twimg.com/profile_images/712180834/img0118a_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/77363031/img0037a.jpg,,,,,,,,,,,,1263498102000L,2010-01-14 20:41:42,2010-11-07 11:10:52,2016-03-14 17:10:54,,,,,,,,
104912634,A Conselheira,conselheiraa,22,261,1060,0,2,http://www.formspring.ne/aconselheira,,,Brasil,,,,http://a0.twimg.com/profile_images/631334192/psic_loga_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,"A Conselheira \xe9 um local aonde voc\xea faz perguntas e eu dou um conselho, podendo assim ajudar um pouco mais as pessoas. No formspring",,,1263498732000L,2010-01-14 20:52:12,2010-11-07 11:10:52,2016-03-14 17:10:54,False,3847,0.005717255717255718,3833,False,False,5.462585034013605,False
104922377,Sr. Star Douk ,stardouk,7,286,874,0,0,,,,,,,,http://a1.twimg.com/profile_images/631434097/xxxholic_01_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme9/bg.gif,,,,,,,,,,,,1263500879000L,2010-01-14 21:27:59,2010-11-07 11:10:52,2016-03-14 17:10:55,False,3847,0.0018191268191268192,3846,False,True,3.8666666666666667,False
104927347,Claudia,Claudia__M,34,787,1145,0,5,http://www.sitesworld.net,,,,,,,http://a3.twimg.com/profile_images/631427143/047004_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287502835/images/themes/theme20/bg.png,,,,,,,,,"sites por R$ 10,90 mes\r\nLojas virtuais por R$ 14,90 mes",,,1263501976000L,2010-01-14 21:46:16,2010-11-07 11:10:52,2016-03-14 17:10:55,False,3847,0.008835758835758836,3843,False,False,1.855291576673866,False
104954289,Rafael,rafa_byte,10,199,489,0,0,,,,RJ,,,,http://s.twimg.com/a/1288470193/images/default_profile_6_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/66803938/main_bg.jpg,,,,,,,,,Censurado,,,1263508286000L,2010-01-14 23:31:26,2010-11-07 11:10:52,2016-03-14 17:10:55,False,3847,0.002598752598752599,3844,True,False,3.3981481481481484,False
104954826,Matheus,maaatthh,18,205,855,0,0,,,,,,,,http://s.twimg.com/a/1288137272/images/default_profile_4_normal.png,,,,,,,,,http://s.twimg.com/a/1288137272/images/themes/theme1/bg.png,,,,,,,,,,,,1263508414000L,2010-01-14 23:33:34,2010-11-07 11:10:52,2016-03-14 17:10:56,False,3847,0.004677754677754678,3832,True,True,6.6,False
104957630,Kleiton,kleiklei,19,245,1970,0,2,,,,,,,,http://a2.twimg.com/profile_images/631639954/desenho1_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288981003/images/themes/theme1/bg.png,,,,,,,,,,,,1263509079000L,2010-01-14 23:44:39,2010-11-07 11:10:52,2016-03-14 17:10:56,False,3847,0.005197505197505198,3831,False,True,10.664285714285715,False
104964099,Gilson,gilsnsn,17,170,847,0,1,,,,,,,,http://a3.twimg.com/profile_images/631682551/133874819_8136396151_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme14/bg.gif,,,,,,,,,,,,1263510609000L,2010-01-15 00:10:09,2010-11-07 11:10:52,2016-03-14 17:10:56,False,3846,0.004417879417879418,3832,False,True,6.424242424242424,False
104966336,Ksm,bandksm,17,174,799,0,1,,,,,,,,http://a2.twimg.com/profile_images/631698194/ksmm_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1263511136000L,2010-01-15 00:18:56,2010-11-07 11:10:52,2016-03-14 17:10:56,False,3846,0.004417879417879418,3832,False,True,6.350515463917525,False
104967269,Cauan,cauanan,17,160,788,0,3,,,,,,,,http://a3.twimg.com/profile_images/631703343/desenhos_para_colorir_de_insetos_aranhas_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme15/bg.png,,,,,,,,,,,,1263511368000L,2010-01-15 00:22:48,2010-11-07 11:10:52,2016-03-14 17:10:57,False,3846,0.004417879417879418,3832,False,True,6.574468085106383,False
104991578,Nick'Olley Richie,NickOlleyRichie,17,182,884,0,0,http://nickolleyrichie.blogspot.com/,,,Internet,,,,http://a0.twimg.com/profile_images/631881672/nick_oley_richie_copy_normal.png,,,,,,,,,http://a1.twimg.com/profile_background_images/66807102/twitter_backgroung_copy.jpg,,,,,,,,,"Blogueiro, cr\xedtico, humorista.",,,1263517532000L,2010-01-15 02:05:32,2010-11-07 11:10:52,2016-03-14 17:10:57,False,3846,0.004419027813880946,3836,False,False,6.747572815533981,False
104996231,Gustavo Egydio,gustavoegydio,15,198,828,0,3,http://www.orkut.com.br/main#profile?uid=665443391808953298,,,Bauru,,,,http://a2.twimg.com/profile_images/631938142/100_7444_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme1/bg.png,,,,,,,,,,,,1263518725000L,2010-01-15 02:25:25,2010-11-07 11:10:52,2016-03-14 17:10:57,True,3846,,,False,True,1.5922330097087378,False
105002689,luigi,vamoipatinga,15,20,508,0,1,,,,,,,,http://a1.twimg.com/profile_images/631975237/la_12_-2_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/66816326/la_12_-1.jpg,,,,,,,,,,,,1263520386000L,2010-01-15 02:53:06,2010-11-07 11:10:52,2016-03-14 17:10:58,False,3846,0.003899142188718482,3835,False,True,28.0,False
105044961,luana,luh0209,21,184,884,0,1,,,,,,,,http://a1.twimg.com/profile_images/633413285/ogaaamjv0nveetujtumdrrv8e2g9jfl5kecsysnnxsofch8quttu3lfs6lbdeu99lxozub3mh8gcf-c110vdnsem6jgam1t1ubpehropr5vhgorgiuvjmjggfkah_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288742912/images/themes/theme11/bg.gif,,,,,,,,,,,,1263532715000L,2010-01-15 06:18:35,2010-11-07 11:10:52,2016-03-14 17:10:58,False,3846,0.005458799064205874,3833,False,True,5.9655172413793105,False
105100511,Manu,manu_np,37,177,788,0,0,,,,,,,,http://a1.twimg.com/profile_images/633286109/dsc01961_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme11/bg.gif,,,,,,,,,,,,1263552745000L,2010-01-15 11:52:25,2010-11-07 11:10:52,2016-03-14 17:10:58,False,3846,0.009357941252924357,3834,False,True,6.1568627450980395,False
105137547,indicacoes,indico_melhores,72,691,2002,0,7,,,,,,,,http://a0.twimg.com/profile_images/632865604/apontando_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,"Pe\xe7am, e eu indico *-*",,,1263561904000L,2010-01-15 14:25:04,2010-11-07 11:10:52,2016-03-14 17:10:58,False,3846,0.018975825318429944,3816,False,False,4.005102040816326,False
105156640,Best Friends,beestfrieends,15,1095,1973,0,5,http://bestfrieends.zip.net/,,,Bahia,,,,http://a3.twimg.com/profile_images/633083711/img0289a_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme11/bg.gif,,,,,,,,,"Aqui voc\xea vai encontrar de tudu no mundo das celebridades, e noticias fresquiinhas !",,,1263566223000L,2010-01-15 15:37:03,2010-11-07 11:10:52,2016-03-14 17:10:59,False,3846,0.005198856251624643,3831,False,False,2.484033613445378,False
105270069,Gossip Girl,gossip_girlbr,41,1474,2001,0,2,,,,,,,,http://a1.twimg.com/profile_images/633752661/2_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67044241/1.jpg,,,,,,,,,,,,1263593084000L,2010-01-15 23:04:44,2010-11-07 11:10:52,2016-03-14 17:10:59,False,3846,0.011177540940992981,3819,False,True,1.8454106280193237,False
105293701,sergio tavares,sergiotavares_,12,167,746,0,1,,,,,,,,http://a0.twimg.com/profile_images/633928504/48_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/67067458/s.jpg,,,,,,,,,,,,1263598017000L,2010-01-16 00:26:57,2010-11-07 11:10:52,2016-03-14 17:10:59,False,3845,0.0031193137509747857,3838,False,True,6.632183908045977,False
105318441,Melhor amiga sapata,BFFsapata,86,970,1991,0,2,,,,,,,,http://a1.twimg.com/profile_images/643965237/b27c72830758460900cf9287baa2018e_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68671353/uou.jpg,,,,,,,,,,,,1263603739000L,2010-01-16 02:02:19,2010-11-07 11:10:52,2016-03-14 17:11:00,False,3845,0.037961518460738426,3749,False,True,0.0,False
105358608,Suabeless,Suabeless,69,516,1576,0,4,,,,,,,,http://a0.twimg.com/profile_images/634384204/twitter_bird_normal.png,,,,,,,,,http://s.twimg.com/a/1287502835/images/themes/theme1/bg.png,,,,,,,,,,,,1263612860000L,2010-01-16 04:34:20,2010-11-07 11:10:52,2016-03-14 17:11:00,False,3845,0.031461258450338016,3778,False,True,0.0,False
105359850,T V,TVello,9,134,734,0,0,,,,,,,,http://s.twimg.com/a/1288305442/images/default_profile_1_normal.png,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1263613187000L,2010-01-16 04:39:47,2010-11-07 11:10:52,2016-03-14 17:11:00,False,3845,0.00234009360374415,3838,True,True,7.506666666666667,False
105424482,ButlerChiick,RButlerChiick,27,170,739,0,1,,,,,,,,http://a3.twimg.com/profile_images/634739459/picture_4_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/67159036/2655786_orig.jpg,,,,,,,,,,,,1263632980000L,2010-01-16 10:09:40,2010-11-07 11:10:52,2016-03-14 17:11:01,False,3845,0.0070202808112324495,3833,False,True,5.75,False
105449543,Carolina Knoock,Carolina_Knoock,13,132,700,0,1,,,,,,,,http://s.twimg.com/a/1288733636/images/default_profile_3_normal.png,,,,,,,,,http://s.twimg.com/a/1288733636/images/themes/theme1/bg.png,,,,,,,,,,,,1263640401000L,2010-01-16 12:13:21,2010-11-07 11:10:52,2016-03-14 17:11:01,False,3845,0.0033801352054082163,3837,True,True,7.924242424242424,False
105510362,eeeu colega ;D,cocotinhadalaje,9,164,773,0,0,,,,Bronzeland ,,,,http://a0.twimg.com/profile_images/635271476/y_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67215377/cocotas.jpg_ll.jpg,,,,,,,,,"' aonde tenha sol, \xe9 pra l\xe1 que eu vou (;",,,1263655818000L,2010-01-16 16:30:18,2010-11-07 11:10:52,2016-03-14 17:11:01,False,3845,0.00234009360374415,3839,False,False,6.02020202020202,False
105861509,Luiz Hot,luizhotboy,30,649,2001,0,4,,,,,,,,http://a3.twimg.com/profile_images/637693195/of_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67559469/4z36xzs.jpg,,,,,,,,,,,,1263754667000L,2010-01-17 19:57:47,2010-11-07 11:10:52,2016-03-14 17:11:01,False,3844,0.008322496749024707,3832,False,True,4.3107344632768365,False
105882349,Lyra,lyracompositor,20,158,594,0,0,http://www.twitter.com/memaior,,,,,,,http://a2.twimg.com/profile_images/1158330198/lyra_back_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/167786017/samba_vila_20madalena.jpg,,,,,,,,,,,,1263759951000L,2010-01-17 21:25:51,2010-11-07 11:10:52,2016-03-14 17:11:02,False,3844,0.005201560468140442,3830,False,True,5.585365853658536,False
105914055,Henrique,DiogoRaziel8,107,209,1145,0,3,,,,,,,,http://a3.twimg.com/profile_images/1151533959/moto_1031_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68483563/free_twitter_designer.jpg,,,,,,,,,,,,1263768187000L,2010-01-17 23:43:07,2010-11-07 11:10:52,2016-03-14 17:11:02,False,3844,0.0564369310793238,3774,False,True,6.87218045112782,False
106233605,Eduarda Paschoal,paschoaleduarda,31,180,598,0,1,,,,S\xe3o Paulo-SP,,,,http://a3.twimg.com/profile_images/710417351/meu_amor._normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67857715/ogaaaktfgamnw3namopwqt-ysyhchvvti5a8fcpfl5k9b5eamj5cmrfvdtn4x_ppf0ljukgm_8lfpm7nso3xh1kcsv4am1t1uk9--q6jty-dy1bckcidsnc1mrmr.jpg,,,,,,,,,,,,1263854559000L,2010-01-18 23:42:39,2010-11-07 11:10:52,2016-03-14 17:11:02,False,3843,0.008064516129032258,3829,False,True,4.302752293577981,False
106266080,ton,ton_alves,2,10,196,0,0,,,,,,,,http://a2.twimg.com/profile_images/640622638/ogaaagy2di91bm6vn_hww3bhvcco2eneefam2cxs5ogzm3qglk2dxlt4s_0xrrswcfmzigif4nt83udp1u0hzmje_ksam1t1ulcodggaetbax9zdnpvxunxeew4w_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1263862913000L,2010-01-19 02:01:53,2010-11-07 11:10:52,2016-03-14 17:11:03,False,3842,0.0005204267499349467,3841,False,True,32.4,False
106301592,thoomas,thothoma_s,2,51,209,0,1,,,,,,,,http://a1.twimg.com/profile_images/644248249/atgaaaaswq2buq5gpidb-uoncilwg1febxxm5eg2nv8ize2iiz9b0djhuq9i2siyiswkvppltakyxvzv3diwr1j6fjgpajtu9vbx3qtjravgdhgmswlxfms-rkoisa_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68374078/sem_t_tulo_1.jpg,,,,,,,,,,,,1263872179000L,2010-01-19 04:36:19,2010-11-07 11:10:52,2016-03-14 17:11:03,False,3842,0.0005204267499349467,3841,False,True,6.52,False
106378113,hanna,hannalohan,29,688,1969,0,7,,,,terra do nunca,,,,http://a3.twimg.com/profile_images/1146262351/britty_4_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67984413/justin-bieber-genreweb-2009.jpg,,,,,,,,,,,,1263898417000L,2010-01-19 11:53:37,2010-11-07 11:10:52,2016-03-14 17:11:03,False,3842,0.00468384074941452,3838,False,False,2.3251231527093594,False
106393319,Edgar G. Balbuena,EdgarBalbuena,13,158,574,0,2,,,,,,,,http://a2.twimg.com/profile_images/641485238/oi_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/67993743/elenco77_140809_144043__1_.jpg,,,,,,,,,,,,1263903159000L,2010-01-19 13:12:39,2010-11-07 11:10:52,2016-03-14 17:11:03,False,3842,0.0033827738745771533,3830,False,True,4.160377358490566,False
106394146,Lolryx3Lee,Lolryx3Lee,32,425,1417,0,2,,,,,,,,http://s.twimg.com/a/1288117648/images/default_profile_5_normal.png,,,,,,,,,http://s.twimg.com/a/1288117648/images/themes/theme1/bg.png,,,,,,,,,,,,1263903401000L,2010-01-19 13:16:41,2010-11-07 11:10:52,2016-03-14 17:11:04,False,3842,0.00468384074941452,3839,False,True,1.8521739130434782,False
106409051,Tom,catadscocc,12,132,551,0,0,http://catads.co.cc,,,,,,,http://a0.twimg.com/profile_images/641585004/favi_normal.gif,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1263907550000L,2010-01-19 14:25:50,2010-11-07 11:10:52,2016-03-14 17:11:04,False,3842,0.00312256049960968,3836,False,True,5.46067415730337,False
106410103,thamiris vilela,thamivilela,70,400,1038,0,1,,,,,,,,http://a0.twimg.com/profile_images/650620340/545413247574_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/69185115/cats2113.jpg,,,,,,,,,,,,1263907827000L,2010-01-19 14:30:27,2010-11-07 11:10:52,2016-03-14 17:11:04,,,,,,,,
106507162,luisFilipee,luisFilipeF,180,1162,1970,1,2,,,,PI,,,,http://a1.twimg.com/profile_images/642247825/dsc04467_normal.jpg,,,,,,,,,http://s.twimg.com/a/1287010001/images/themes/theme1/bg.png,,,,,,,,,THE,,,1263931073000L,2010-01-19 20:57:53,2010-11-07 11:10:52,2016-03-14 17:11:04,False,3842,0.06609419724173822,3783,False,False,2.235042735042735,False
106522802,junecopower,junecopower,1,139,704,0,1,,,,,,,,http://s.twimg.com/a/1288470193/images/default_profile_1_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1263934861000L,2010-01-19 22:01:01,2010-11-07 11:10:52,2016-03-14 17:11:05,False,3842,0.00026021337496747333,3842,True,True,7.561643835616438,False
106647178,One Name,onenamerock,67,823,2001,0,2,http://www.myspace.com/onenamerock,,,Rondonia - Brasil,,,,http://a3.twimg.com/profile_images/643294647/one_name_copy_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68250036/smoke_brushes_set_1_by_falln_brushes.jpg,,,,,,,,,Banda de Pop Punk.,,,1263967956000L,2010-01-20 07:12:36,2010-11-07 11:10:52,2016-03-14 17:11:05,False,3841,0.017438833940655908,3823,False,False,3.1975051975051976,False
106704705,gabriela,gabeeeeeeeic_,36,207,901,0,1,,,,,,,,http://s.twimg.com/a/1288137272/images/default_profile_2_normal.png,,,,,,,,,http://s.twimg.com/a/1288137272/images/themes/theme1/bg.png,,,,,,,,,,,,1263991758000L,2010-01-20 13:49:18,2010-11-07 11:10:52,2016-03-14 17:11:05,False,3841,0.009370119729307652,3819,True,True,6.229357798165138,False
106729702,Nycole,Nycole_cibely,15,169,697,0,2,,,,,,,,http://a0.twimg.com/profile_images/643778980/ogaaalwouosirrj1cavijltwtrdwqq1es3s8xptttvehnucklmz6bp5m-ymgvhz9ilcl3iwjjsqtn0xp1q3mjze_ltcam1t1ulzu9xjzms-9glahdrohy1jn2rwm_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68299688/ogaaaecxvf061axrb3s-fedkl-miznipcxheevpo5wbwoxr56gdlvusgzchjvglx70pifdkfdtppysz9mdbt946pldaam1t1umebwitdn59oyk50jo55fbx9eq9p.jpg,,,,,,,,,Follow-me,,,1263997719000L,2010-01-20 15:28:39,2010-11-07 11:10:52,2016-03-14 17:11:06,False,3841,0.0039042165538781884,3831,False,False,5.597938144329897,False
106738824,Lyncool Tiago,Tiago_Twit,608,1467,1825,0,44,,,,Campinas-SP,,,,http://a2.twimg.com/profile_images/784353610/ogaaaifjq-nfdb0q_qnclsjklvb3vif2dkaob5fkq4ai-9ndbdkysuu0i1hfsvx0rtk6qxiej5hadst2g7ri0e9kxfkam1t1ukfjlh28hjhhpn_2jq9nndgixsa3_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/87227798/xa55d8dd9b077147ef7dc8193a9779e8.png,,,,,,,,,,,,1263999716000L,2010-01-20 16:01:56,2010-11-07 11:10:52,2016-03-14 17:11:06,False,3841,0.15877147319104634,3768,False,True,1.712630359212051,False
106849778,Mizael,mizaellpbg,4,58,357,0,1,,,,,,,,http://s.twimg.com/a/1288374569/images/default_profile_0_normal.png,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1264025147000L,2010-01-20 23:05:47,2010-11-07 11:10:52,2016-03-14 17:11:06,False,3841,0.001041124414367517,3839,True,True,9.517241379310345,False
106908630,jackson,ptcbrasilnet,37,442,1962,0,2,,,,,,,,http://a0.twimg.com/profile_images/644963208/logo_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68473104/logo.jpg,,,,,,,,,,,,1264038347000L,2010-01-21 02:45:47,2010-11-07 11:10:52,2016-03-14 17:11:06,False,3840,0.015360583181463161,3811,False,True,0.0,False
106925181,Mariana Jatoba,Mariana_Jatoba,21,240,953,0,2,,,,Brasil,,,,http://a0.twimg.com/profile_images/645054024/ogaaakquchn75ggwpiw_yb34klx2bvhgw5dg95jrkugt0ccwmarpf8jbfwc3-yhsj01v6t68vpu0xlg1esa3dosnvhsam1t1ui38n9nbmepnazpg5ifal-hnz5c4_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,Eu sou linda e absoluta.,,,1264042338000L,2010-01-21 03:52:18,2010-11-07 11:10:52,2016-03-14 17:11:07,False,3840,0.005206977349648529,3826,False,False,5.43609022556391,False
107014875,Meadd.com/avril,meadd_avril,6,205,486,0,2,http://meadd.com/avril,,,,,,,http://a3.twimg.com/profile_images/645608135/vdvdvdv_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68547314/sem_t_tulo-2.jpg,,,,,,,,,,,,1264067978000L,2010-01-21 10:59:38,2010-11-07 11:10:52,2016-03-14 17:11:07,False,3840,0.0015620932048945586,3838,False,True,2.3454545454545452,False
107027598,Dayla Lorrene ,daylaalorr,4,51,247,0,0,,,,,,,,http://a0.twimg.com/profile_images/645694172/crans_3_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1264071132000L,2010-01-21 11:52:12,2010-11-07 11:10:52,2016-03-14 17:11:07,False,3840,0.001041395469929706,3839,False,True,7.068965517241379,False
107063543,Matheus Arduino,TeeTo_Oficial,16,149,612,0,2,,,,,,,,http://a2.twimg.com/profile_images/645831082/matheus_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68570549/sora__.jpg,,,,,,,,,,,,1264079377000L,2010-01-21 14:09:37,2010-11-07 11:10:52,2016-03-14 17:11:07,False,3840,0.004165581879718824,3838,False,True,5.459770114942529,False
107107162,J\xfa M. /Path Mathew,JuMath_PathMath,26,184,802,0,1,,,,,,,,http://a1.twimg.com/profile_images/646223029/c_pia_de_imagem_054_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288374569/images/themes/theme1/bg.png,,,,,,,,,,,,1264088063000L,2010-01-21 16:34:23,2010-11-07 11:10:52,2016-03-14 17:11:08,False,3840,0.006769070554543088,3825,False,True,5.820754716981132,False
107115952,Elisa Barreto,Lilibarretto,27,164,780,0,3,,,,,,,,http://a1.twimg.com/profile_images/646682789/lisa_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68602942/vintage2.gif,,,,,,,,,,,,1264089838000L,2010-01-21 17:03:58,2010-11-07 11:10:52,2016-03-14 17:11:08,False,3840,0.007029419422025514,3824,False,True,7.223529411764706,False
107167105,R\xe1dio Com\xe9dia,RadioComedia,52,759,1833,0,9,,,,,,,,http://a2.twimg.com/profile_images/647430610/radio_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68784273/fundo.jpg,,,,,,,,,,,,1264100044000L,2010-01-21 19:54:04,2010-11-07 11:10:52,2016-03-14 17:11:08,,,,,,,,
107210152,Luccas_Castilho,luccascastilho,30,883,1961,0,3,,,,Beverly Hills,,,,http://a0.twimg.com/profile_images/646704708/manekiiin__normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68685717/money.jpg,,,,,,,,,,,,1264109134000L,2010-01-21 22:25:34,2010-11-07 11:10:52,2016-03-14 17:11:09,False,3840,0.007810466024472794,3825,False,True,2.9588477366255144,False
107213299,MR_teamo,MariaRita_teamo,28,246,1952,0,3,,,,,,,,http://a3.twimg.com/profile_images/650014255/z17gecxb_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/69109963/jjj.jpg,,,,,,,,,,,,1264109697000L,2010-01-21 22:34:57,2010-11-07 11:10:52,2016-03-14 17:11:09,False,3840,0.0072897682895079405,3822,False,True,9.075,False
107218061,nayara,nayyyyyziiiinha,16,125,687,0,0,,,,,,,,http://s.twimg.com/a/1288470193/images/default_profile_6_normal.png,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme1/bg.png,,,,,,,,,,,,1264110640000L,2010-01-21 22:50:40,2010-11-07 11:10:52,2016-03-14 17:11:09,False,3840,0.004165581879718824,3827,True,True,7.232876712328767,False
107237577,Jason Voorhees,Em_breve,31,490,886,0,0,,,,,,,,http://a1.twimg.com/profile_images/851313129/dsc02720_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288305442/images/themes/theme1/bg.png,,,,,,,,,,,,1264115587000L,2010-01-22 00:13:07,2010-11-07 11:10:52,2016-03-14 17:11:09,False,3839,0.00807081489195522,3824,False,True,2.3658536585365852,False
107241733,Claudemir Surita,claudemirsurita,21,637,2002,0,1,,,,SP - Brasiu,,,,http://a0.twimg.com/profile_images/646927168/00000000000_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68716008/00000000000.jpg,,,,,,,,,Claudemir Surita o primo pobre do Eduardo,,,1264116639000L,2010-01-22 00:30:39,2010-11-07 11:10:52,2016-03-14 17:11:10,False,3839,0.005988023952095809,3823,False,False,4.526470588235294,False
107249872,Black Eyed Peas,fc_BEP,37,324,660,0,3,,,,,,,,http://a0.twimg.com/profile_images/646951236/black-eyed-peas__normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/68721516/g11714.jpg,,,,,,,,,,,,1264118738000L,2010-01-22 01:05:38,2010-11-07 11:10:52,2016-03-14 17:11:10,False,3839,0.009635416666666667,3823,False,True,1.8120567375886525,False
107297283,laio araujo,laio_araujo,50,798,1847,2,2,,,,Brasil,,,,http://a0.twimg.com/profile_images/647289892/snapshot_of_me_1_normal.jpg,,,,,,,,,http://s.twimg.com/a/1288470193/images/themes/theme9/bg.gif,,,,,,,,,,,,1264131016000L,2010-01-22 04:30:16,2010-11-07 11:10:52,2016-03-14 17:11:10,False,3839,0.052083333333333336,3822,True,True,3.327731092436975,False
107322134,Giovanna Zenotti,GiovannaZenotti,58,774,2000,0,3,,,,,,,,http://a3.twimg.com/profile_images/647457467/ogaaafjwohz1ygizj9rf5wsjfuub4bqhnw0d0jbz9t6c95z2omaqg0bniuarqxvnnkerduvxu1d_rvttsghdyk-xfnaam1t1uoqkxdjkv0jh6udm4udlr7gwp994_normal.jpg,,,,,,,,,http://a3.twimg.com/profile_background_images/68790971/notebook-scribbles-11.gif,,,,,,,,,,,,1264138378000L,2010-01-22 06:32:58,2010-11-07 11:10:52,2016-03-14 17:11:11,False,3839,0.015625,3811,False,True,3.490867579908676,False
107392647,Yuri Allyson,YuriAllyson,215,1020,1999,0,8,http://www.orkut.com.br/main#profile?uid=5080951455947733465,,,Arcoverde-PE Brasil,,,,http://a0.twimg.com/profile_images/655683896/po_normal.jpg,,,,,,,,,http://a1.twimg.com/profile_background_images/130450370/sdc11004-1.jpg,,,,,,,,,,,,1264162045000L,2010-01-22 13:07:25,2010-11-07 11:10:52,2016-03-14 17:11:11,True,3839,,,False,True,2.781763826606876,False
